ItemID,Label
70,OP_CARRIER_FL_NUM=324.0
71,OP_CARRIER_FL_NUM=326.0
72,OP_CARRIER_FL_NUM=329.0
73,OP_CARRIER_FL_NUM=332.0
74,OP_CARRIER_FL_NUM=335.0
75,OP_CARRIER_FL_NUM=337.0
76,OP_CARRIER_FL_NUM=352.0
77,OP_CARRIER_FL_NUM=354.0
78,OP_CARRIER_FL_NUM=358.0
79,OP_CARRIER_FL_NUM=363.0
80,OP_CARRIER_FL_NUM=370.0
81,OP_CARRIER_FL_NUM=371.0
82,OP_CARRIER_FL_NUM=372.0
83,OP_CARRIER_FL_NUM=374.0
84,OP_CARRIER_FL_NUM=381.0
85,OP_CARRIER_FL_NUM=382.0
86,OP_CARRIER_FL_NUM=387.0
87,OP_CARRIER_FL_NUM=388.0
88,OP_CARRIER_FL_NUM=390.0
89,OP_CARRIER_FL_NUM=395.0
90,OP_CARRIER_FL_NUM=398.0
91,OP_CARRIER_FL_NUM=401.0
92,OP_CARRIER_FL_NUM=404.0
93,OP_CARRIER_FL_NUM=405.0
94,OP_CARRIER_FL_NUM=418.0
95,OP_CARRIER_FL_NUM=423.0
96,OP_CARRIER_FL_NUM=424.0
97,OP_CARRIER_FL_NUM=430.0
98,OP_CARRIER_FL_NUM=433.0
99,OP_CARRIER_FL_NUM=435.0
100,OP_CARRIER_FL_NUM=436.0
101,OP_CARRIER_FL_NUM=440.0
102,OP_CARRIER_FL_NUM=456.0
103,OP_CARRIER_FL_NUM=458.0
104,OP_CARRIER_FL_NUM=460.0
105,OP_CARRIER_FL_NUM=475.0
106,OP_CARRIER_FL_NUM=476.0
107,OP_CARRIER_FL_NUM=488.0
108,OP_CARRIER_FL_NUM=491.0
109,OP_CARRIER_FL_NUM=493.0
110,OP_CARRIER_FL_NUM=495.0
111,OP_CARRIER_FL_NUM=508.0
112,OP_CARRIER_FL_NUM=517.0
113,OP_CARRIER_FL_NUM=518.0
114,OP_CARRIER_FL_NUM=523.0
115,OP_CARRIER_FL_NUM=537.0
116,OP_CARRIER_FL_NUM=542.0
117,OP_CARRIER_FL_NUM=550.0
118,OP_CARRIER_FL_NUM=556.0
119,OP_CARRIER_FL_NUM=563.0
120,OP_CARRIER_FL_NUM=570.0
121,OP_CARRIER_FL_NUM=572.0
122,OP_CARRIER_FL_NUM=586.0
123,OP_CARRIER_FL_NUM=591.0
124,OP_CARRIER_FL_NUM=595.0
125,OP_CARRIER_FL_NUM=605.0
126,OP_CARRIER_FL_NUM=611.0
127,OP_CARRIER_FL_NUM=617.0
128,OP_CARRIER_FL_NUM=619.0
129,OP_CARRIER_FL_NUM=620.0
130,OP_CARRIER_FL_NUM=622.0
131,OP_CARRIER_FL_NUM=630.0
132,OP_CARRIER_FL_NUM=634.0
133,OP_CARRIER_FL_NUM=643.0
134,OP_CARRIER_FL_NUM=650.0
135,OP_CARRIER_FL_NUM=654.0
136,OP_CARRIER_FL_NUM=659.0
137,OP_CARRIER_FL_NUM=662.0
138,OP_CARRIER_FL_NUM=665.0
139,OP_CARRIER_FL_NUM=670.0
140,OP_CARRIER_FL_NUM=676.0
141,OP_CARRIER_FL_NUM=681.0
142,OP_CARRIER_FL_NUM=683.0
143,OP_CARRIER_FL_NUM=690.0
144,OP_CARRIER_FL_NUM=700.0
145,OP_CARRIER_FL_NUM=701.0
146,OP_CARRIER_FL_NUM=706.0
147,OP_CARRIER_FL_NUM=710.0
148,OP_CARRIER_FL_NUM=711.0
149,OP_CARRIER_FL_NUM=713.0
150,OP_CARRIER_FL_NUM=725.0
151,OP_CARRIER_FL_NUM=728.0
152,OP_CARRIER_FL_NUM=731.0
153,OP_CARRIER_FL_NUM=736.0
154,OP_CARRIER_FL_NUM=739.0
155,OP_CARRIER_FL_NUM=740.0
156,OP_CARRIER_FL_NUM=741.0
157,OP_CARRIER_FL_NUM=743.0
158,OP_CARRIER_FL_NUM=758.0
159,OP_CARRIER_FL_NUM=760.0
160,OP_CARRIER_FL_NUM=766.0
161,OP_CARRIER_FL_NUM=768.0
162,OP_CARRIER_FL_NUM=769.0
163,OP_CARRIER_FL_NUM=776.0
164,OP_CARRIER_FL_NUM=779.0
165,OP_CARRIER_FL_NUM=784.0
166,OP_CARRIER_FL_NUM=791.0
167,OP_CARRIER_FL_NUM=802.0
168,OP_CARRIER_FL_NUM=808.0
169,OP_CARRIER_FL_NUM=821.0
170,OP_CARRIER_FL_NUM=822.0
171,OP_CARRIER_FL_NUM=823.0
172,OP_CARRIER_FL_NUM=824.0
173,OP_CARRIER_FL_NUM=839.0
174,OP_CARRIER_FL_NUM=842.0
175,OP_CARRIER_FL_NUM=843.0
176,OP_CARRIER_FL_NUM=856.0
177,OP_CARRIER_FL_NUM=867.0
178,OP_CARRIER_FL_NUM=870.0
179,OP_CARRIER_FL_NUM=880.0
180,OP_CARRIER_FL_NUM=884.0
181,OP_CARRIER_FL_NUM=887.0
182,OP_CARRIER_FL_NUM=889.0
183,OP_CARRIER_FL_NUM=894.0
184,OP_CARRIER_FL_NUM=899.0
185,OP_CARRIER_FL_NUM=902.0
186,OP_CARRIER_FL_NUM=911.0
187,OP_CARRIER_FL_NUM=919.0
188,OP_CARRIER_FL_NUM=920.0
189,OP_CARRIER_FL_NUM=928.0
190,OP_CARRIER_FL_NUM=940.0
191,OP_CARRIER_FL_NUM=949.0
192,OP_CARRIER_FL_NUM=957.0
193,OP_CARRIER_FL_NUM=968.0
194,OP_CARRIER_FL_NUM=969.0
195,OP_CARRIER_FL_NUM=970.0
196,OP_CARRIER_FL_NUM=972.0
197,OP_CARRIER_FL_NUM=975.0
198,OP_CARRIER_FL_NUM=979.0
199,OP_CARRIER_FL_NUM=981.0
200,OP_CARRIER_FL_NUM=985.0
201,OP_CARRIER_FL_NUM=1004.0
202,OP_CARRIER_FL_NUM=1010.0
203,OP_CARRIER_FL_NUM=1012.0
204,OP_CARRIER_FL_NUM=1024.0
205,OP_CARRIER_FL_NUM=1031.0
206,OP_CARRIER_FL_NUM=1033.0
207,OP_CARRIER_FL_NUM=1037.0
208,OP_CARRIER_FL_NUM=1041.0
209,OP_CARRIER_FL_NUM=1042.0
210,OP_CARRIER_FL_NUM=1044.0
211,OP_CARRIER_FL_NUM=1060.0
212,OP_CARRIER_FL_NUM=1062.0
213,OP_CARRIER_FL_NUM=1065.0
214,OP_CARRIER_FL_NUM=1066.0
215,OP_CARRIER_FL_NUM=1067.0
216,OP_CARRIER_FL_NUM=1070.0
217,OP_CARRIER_FL_NUM=1072.0
218,OP_CARRIER_FL_NUM=1092.0
219,OP_CARRIER_FL_NUM=1095.0
220,OP_CARRIER_FL_NUM=1103.0
221,OP_CARRIER_FL_NUM=1104.0
222,OP_CARRIER_FL_NUM=1108.0
223,OP_CARRIER_FL_NUM=1109.0
224,OP_CARRIER_FL_NUM=1116.0
225,OP_CARRIER_FL_NUM=1123.0
226,OP_CARRIER_FL_NUM=1126.0
227,OP_CARRIER_FL_NUM=1129.0
228,OP_CARRIER_FL_NUM=1130.0
229,OP_CARRIER_FL_NUM=1133.0
230,OP_CARRIER_FL_NUM=1135.0
231,OP_CARRIER_FL_NUM=1147.0
232,OP_CARRIER_FL_NUM=1156.0
233,OP_CARRIER_FL_NUM=1159.0
234,OP_CARRIER_FL_NUM=1166.0
235,OP_CARRIER_FL_NUM=1168.0
236,OP_CARRIER_FL_NUM=1174.0
237,OP_CARRIER_FL_NUM=1192.0
238,OP_CARRIER_FL_NUM=1219.0
239,OP_CARRIER_FL_NUM=1225.0
240,OP_CARRIER_FL_NUM=1229.0
241,OP_CARRIER_FL_NUM=1230.0
242,OP_CARRIER_FL_NUM=1237.0
243,OP_CARRIER_FL_NUM=1243.0
244,OP_CARRIER_FL_NUM=1245.0
245,OP_CARRIER_FL_NUM=1251.0
246,OP_CARRIER_FL_NUM=1256.0
247,OP_CARRIER_FL_NUM=1259.0
248,OP_CARRIER_FL_NUM=1261.0
249,OP_CARRIER_FL_NUM=1264.0
250,OP_CARRIER_FL_NUM=1267.0
251,OP_CARRIER_FL_NUM=1268.0
252,OP_CARRIER_FL_NUM=1271.0
253,OP_CARRIER_FL_NUM=1272.0
254,OP_CARRIER_FL_NUM=1283.0
255,OP_CARRIER_FL_NUM=1285.0
256,OP_CARRIER_FL_NUM=1299.0
257,OP_CARRIER_FL_NUM=1310.0
258,OP_CARRIER_FL_NUM=1315.0
259,OP_CARRIER_FL_NUM=1328.0
260,OP_CARRIER_FL_NUM=1333.0
261,OP_CARRIER_FL_NUM=1336.0
262,OP_CARRIER_FL_NUM=1338.0
263,OP_CARRIER_FL_NUM=1341.0
264,OP_CARRIER_FL_NUM=1342.0
265,OP_CARRIER_FL_NUM=1345.0
266,OP_CARRIER_FL_NUM=1346.0
267,OP_CARRIER_FL_NUM=1347.0
268,OP_CARRIER_FL_NUM=1348.0
269,OP_CARRIER_FL_NUM=1357.0
270,OP_CARRIER_FL_NUM=1359.0
271,OP_CARRIER_FL_NUM=1361.0
272,OP_CARRIER_FL_NUM=1363.0
273,OP_CARRIER_FL_NUM=1368.0
274,OP_CARRIER_FL_NUM=1375.0
275,OP_CARRIER_FL_NUM=1382.0
276,OP_CARRIER_FL_NUM=1385.0
277,OP_CARRIER_FL_NUM=1398.0
278,OP_CARRIER_FL_NUM=1399.0
279,OP_CARRIER_FL_NUM=1407.0
280,OP_CARRIER_FL_NUM=1410.0
281,OP_CARRIER_FL_NUM=1413.0
282,OP_CARRIER_FL_NUM=1414.0
283,OP_CARRIER_FL_NUM=1419.0
284,OP_CARRIER_FL_NUM=1426.0
285,OP_CARRIER_FL_NUM=1429.0
286,OP_CARRIER_FL_NUM=1431.0
287,OP_CARRIER_FL_NUM=1433.0
288,OP_CARRIER_FL_NUM=1439.0
289,OP_CARRIER_FL_NUM=1447.0
290,OP_CARRIER_FL_NUM=1449.0
291,OP_CARRIER_FL_NUM=1451.0
292,OP_CARRIER_FL_NUM=1458.0
293,OP_CARRIER_FL_NUM=1463.0
294,OP_CARRIER_FL_NUM=1472.0
295,OP_CARRIER_FL_NUM=1474.0
296,OP_CARRIER_FL_NUM=1478.0
297,OP_CARRIER_FL_NUM=1479.0
298,OP_CARRIER_FL_NUM=1481.0
299,OP_CARRIER_FL_NUM=1482.0
300,OP_CARRIER_FL_NUM=1483.0
301,OP_CARRIER_FL_NUM=1492.0
302,OP_CARRIER_FL_NUM=1494.0
303,OP_CARRIER_FL_NUM=1496.0
304,OP_CARRIER_FL_NUM=1498.0
305,OP_CARRIER_FL_NUM=1503.0
306,OP_CARRIER_FL_NUM=1514.0
307,OP_CARRIER_FL_NUM=1519.0
308,OP_CARRIER_FL_NUM=1535.0
309,OP_CARRIER_FL_NUM=1550.0
310,OP_CARRIER_FL_NUM=1552.0
311,OP_CARRIER_FL_NUM=1554.0
312,OP_CARRIER_FL_NUM=1557.0
313,OP_CARRIER_FL_NUM=1567.0
314,OP_CARRIER_FL_NUM=1568.0
315,OP_CARRIER_FL_NUM=1572.0
316,OP_CARRIER_FL_NUM=1573.0
317,OP_CARRIER_FL_NUM=1582.0
318,OP_CARRIER_FL_NUM=1592.0
319,OP_CARRIER_FL_NUM=1593.0
320,OP_CARRIER_FL_NUM=1594.0
321,OP_CARRIER_FL_NUM=1597.0
322,OP_CARRIER_FL_NUM=1604.0
323,OP_CARRIER_FL_NUM=1606.0
324,OP_CARRIER_FL_NUM=1620.0
325,OP_CARRIER_FL_NUM=1621.0
326,OP_CARRIER_FL_NUM=1625.0
327,OP_CARRIER_FL_NUM=1628.0
328,OP_CARRIER_FL_NUM=1638.0
329,OP_CARRIER_FL_NUM=1644.0
330,OP_CARRIER_FL_NUM=1647.0
331,OP_CARRIER_FL_NUM=1650.0
332,OP_CARRIER_FL_NUM=1665.0
333,OP_CARRIER_FL_NUM=1668.0
334,OP_CARRIER_FL_NUM=1671.0
335,OP_CARRIER_FL_NUM=1678.0
336,OP_CARRIER_FL_NUM=1680.0
337,OP_CARRIER_FL_NUM=1687.0
338,OP_CARRIER_FL_NUM=1689.0
339,OP_CARRIER_FL_NUM=1690.0
340,OP_CARRIER_FL_NUM=1694.0
341,OP_CARRIER_FL_NUM=1700.0
342,OP_CARRIER_FL_NUM=1723.0
343,OP_CARRIER_FL_NUM=1733.0
344,OP_CARRIER_FL_NUM=1745.0
345,OP_CARRIER_FL_NUM=1746.0
346,OP_CARRIER_FL_NUM=1750.0
347,OP_CARRIER_FL_NUM=1751.0
348,OP_CARRIER_FL_NUM=1754.0
349,OP_CARRIER_FL_NUM=1766.0
350,OP_CARRIER_FL_NUM=1782.0
351,OP_CARRIER_FL_NUM=1785.0
352,OP_CARRIER_FL_NUM=1791.0
353,OP_CARRIER_FL_NUM=1792.0
354,OP_CARRIER_FL_NUM=1800.0
355,OP_CARRIER_FL_NUM=1814.0
356,OP_CARRIER_FL_NUM=1828.0
357,OP_CARRIER_FL_NUM=1829.0
358,OP_CARRIER_FL_NUM=1830.0
359,OP_CARRIER_FL_NUM=1832.0
360,OP_CARRIER_FL_NUM=1847.0
361,OP_CARRIER_FL_NUM=1860.0
362,OP_CARRIER_FL_NUM=1865.0
363,OP_CARRIER_FL_NUM=1879.0
364,OP_CARRIER_FL_NUM=1882.0
365,OP_CARRIER_FL_NUM=1885.0
366,OP_CARRIER_FL_NUM=1889.0
367,OP_CARRIER_FL_NUM=1890.0
368,OP_CARRIER_FL_NUM=1908.0
369,OP_CARRIER_FL_NUM=1909.0
370,OP_CARRIER_FL_NUM=1916.0
371,OP_CARRIER_FL_NUM=1917.0
372,OP_CARRIER_FL_NUM=1919.0
373,OP_CARRIER_FL_NUM=1924.0
374,OP_CARRIER_FL_NUM=1929.0
375,OP_CARRIER_FL_NUM=1935.0
376,OP_CARRIER_FL_NUM=1946.0
377,OP_CARRIER_FL_NUM=1952.0
378,OP_CARRIER_FL_NUM=1957.0
379,OP_CARRIER_FL_NUM=1958.0
380,OP_CARRIER_FL_NUM=1969.0
381,OP_CARRIER_FL_NUM=1970.0
382,OP_CARRIER_FL_NUM=1980.0
383,OP_CARRIER_FL_NUM=1989.0
384,OP_CARRIER_FL_NUM=1992.0
385,OP_CARRIER_FL_NUM=2006.0
386,OP_CARRIER_FL_NUM=2016.0
387,OP_CARRIER_FL_NUM=2018.0
388,OP_CARRIER_FL_NUM=2020.0
389,OP_CARRIER_FL_NUM=2021.0
390,OP_CARRIER_FL_NUM=2023.0
391,OP_CARRIER_FL_NUM=2024.0
392,OP_CARRIER_FL_NUM=2028.0
393,OP_CARRIER_FL_NUM=2033.0
394,OP_CARRIER_FL_NUM=2034.0
395,OP_CARRIER_FL_NUM=2038.0
396,OP_CARRIER_FL_NUM=2050.0
397,OP_CARRIER_FL_NUM=2054.0
398,OP_CARRIER_FL_NUM=2066.0
399,OP_CARRIER_FL_NUM=2072.0
400,OP_CARRIER_FL_NUM=2078.0
401,OP_CARRIER_FL_NUM=2084.0
402,OP_CARRIER_FL_NUM=2091.0
403,OP_CARRIER_FL_NUM=2093.0
404,OP_CARRIER_FL_NUM=2096.0
405,OP_CARRIER_FL_NUM=2101.0
406,OP_CARRIER_FL_NUM=2107.0
407,OP_CARRIER_FL_NUM=2117.0
408,OP_CARRIER_FL_NUM=2118.0
409,OP_CARRIER_FL_NUM=2120.0
410,OP_CARRIER_FL_NUM=2127.0
411,OP_CARRIER_FL_NUM=2131.0
412,OP_CARRIER_FL_NUM=2133.0
413,OP_CARRIER_FL_NUM=2140.0
414,OP_CARRIER_FL_NUM=2148.0
415,OP_CARRIER_FL_NUM=2149.0
416,OP_CARRIER_FL_NUM=2150.0
417,OP_CARRIER_FL_NUM=2153.0
418,OP_CARRIER_FL_NUM=2158.0
419,OP_CARRIER_FL_NUM=2159.0
420,OP_CARRIER_FL_NUM=2161.0
421,OP_CARRIER_FL_NUM=2162.0
422,OP_CARRIER_FL_NUM=2167.0
423,OP_CARRIER_FL_NUM=2168.0
424,OP_CARRIER_FL_NUM=2169.0
425,OP_CARRIER_FL_NUM=2178.0
426,OP_CARRIER_FL_NUM=2189.0
427,OP_CARRIER_FL_NUM=2201.0
428,OP_CARRIER_FL_NUM=2202.0
429,OP_CARRIER_FL_NUM=2203.0
430,OP_CARRIER_FL_NUM=2204.0
431,OP_CARRIER_FL_NUM=2206.0
432,OP_CARRIER_FL_NUM=2214.0
433,OP_CARRIER_FL_NUM=2218.0
434,OP_CARRIER_FL_NUM=2229.0
435,OP_CARRIER_FL_NUM=2233.0
436,OP_CARRIER_FL_NUM=2240.0
437,OP_CARRIER_FL_NUM=2245.0
438,OP_CARRIER_FL_NUM=2248.0
439,OP_CARRIER_FL_NUM=2252.0
440,OP_CARRIER_FL_NUM=2255.0
441,OP_CARRIER_FL_NUM=2269.0
442,OP_CARRIER_FL_NUM=2279.0
443,OP_CARRIER_FL_NUM=2296.0
444,OP_CARRIER_FL_NUM=2312.0
445,OP_CARRIER_FL_NUM=2315.0
446,OP_CARRIER_FL_NUM=2321.0
447,OP_CARRIER_FL_NUM=2323.0
448,OP_CARRIER_FL_NUM=2324.0
449,OP_CARRIER_FL_NUM=2326.0
450,OP_CARRIER_FL_NUM=2331.0
451,OP_CARRIER_FL_NUM=2334.0
452,OP_CARRIER_FL_NUM=2335.0
453,OP_CARRIER_FL_NUM=2342.0
454,OP_CARRIER_FL_NUM=2344.0
455,OP_CARRIER_FL_NUM=2345.0
456,OP_CARRIER_FL_NUM=2348.0
457,OP_CARRIER_FL_NUM=2350.0
458,OP_CARRIER_FL_NUM=2366.0
459,OP_CARRIER_FL_NUM=2368.0
460,OP_CARRIER_FL_NUM=2372.0
461,OP_CARRIER_FL_NUM=2373.0
462,OP_CARRIER_FL_NUM=2376.0
463,OP_CARRIER_FL_NUM=2378.0
464,OP_CARRIER_FL_NUM=2380.0
465,OP_CARRIER_FL_NUM=2396.0
466,OP_CARRIER_FL_NUM=2398.0
467,OP_CARRIER_FL_NUM=2399.0
468,OP_CARRIER_FL_NUM=2401.0
469,OP_CARRIER_FL_NUM=2403.0
470,OP_CARRIER_FL_NUM=2406.0
471,OP_CARRIER_FL_NUM=2408.0
472,OP_CARRIER_FL_NUM=2436.0
473,OP_CARRIER_FL_NUM=2438.0
474,OP_CARRIER_FL_NUM=2441.0
475,OP_CARRIER_FL_NUM=2444.0
476,OP_CARRIER_FL_NUM=2446.0
477,OP_CARRIER_FL_NUM=2450.0
478,OP_CARRIER_FL_NUM=2456.0
479,OP_CARRIER_FL_NUM=2459.0
480,OP_CARRIER_FL_NUM=2462.0
481,OP_CARRIER_FL_NUM=2465.0
482,OP_CARRIER_FL_NUM=2468.0
483,OP_CARRIER_FL_NUM=2471.0
484,OP_CARRIER_FL_NUM=2473.0
485,OP_CARRIER_FL_NUM=2480.0
486,OP_CARRIER_FL_NUM=2488.0
487,OP_CARRIER_FL_NUM=2491.0
488,OP_CARRIER_FL_NUM=2495.0
489,OP_CARRIER_FL_NUM=2501.0
490,OP_CARRIER_FL_NUM=2508.0
491,OP_CARRIER_FL_NUM=2510.0
492,OP_CARRIER_FL_NUM=2519.0
493,OP_CARRIER_FL_NUM=2522.0
494,OP_CARRIER_FL_NUM=2526.0
495,OP_CARRIER_FL_NUM=2529.0
496,OP_CARRIER_FL_NUM=2533.0
497,OP_CARRIER_FL_NUM=2541.0
498,OP_CARRIER_FL_NUM=2557.0
499,OP_CARRIER_FL_NUM=2565.0
500,OP_CARRIER_FL_NUM=2566.0
501,OP_CARRIER_FL_NUM=2592.0
502,OP_CARRIER_FL_NUM=2595.0
503,OP_CARRIER_FL_NUM=2596.0
504,OP_CARRIER_FL_NUM=2602.0
505,OP_CARRIER_FL_NUM=2605.0
506,OP_CARRIER_FL_NUM=2613.0
507,OP_CARRIER_FL_NUM=2614.0
508,OP_CARRIER_FL_NUM=2624.0
509,OP_CARRIER_FL_NUM=2638.0
510,OP_CARRIER_FL_NUM=2642.0
511,OP_CARRIER_FL_NUM=2662.0
512,OP_CARRIER_FL_NUM=2667.0
513,OP_CARRIER_FL_NUM=2669.0
514,OP_CARRIER_FL_NUM=2679.0
515,OP_CARRIER_FL_NUM=2687.0
516,OP_CARRIER_FL_NUM=2697.0
517,OP_CARRIER_FL_NUM=2701.0
518,OP_CARRIER_FL_NUM=2719.0
519,OP_CARRIER_FL_NUM=2731.0
520,OP_CARRIER_FL_NUM=2732.0
521,OP_CARRIER_FL_NUM=2734.0
522,OP_CARRIER_FL_NUM=2747.0
523,OP_CARRIER_FL_NUM=2749.0
524,OP_CARRIER_FL_NUM=2756.0
525,OP_CARRIER_FL_NUM=2771.0
526,OP_CARRIER_FL_NUM=2793.0
527,OP_CARRIER_FL_NUM=2798.0
528,OP_CARRIER_FL_NUM=2802.0
529,OP_CARRIER_FL_NUM=2810.0
530,OP_CARRIER_FL_NUM=2826.0
531,OP_CARRIER_FL_NUM=2832.0
532,OP_CARRIER_FL_NUM=2850.0
533,OP_CARRIER_FL_NUM=2871.0
534,OP_CARRIER_FL_NUM=2883.0
535,OP_CARRIER_FL_NUM=2893.0
536,OP_CARRIER_FL_NUM=2919.0
537,OP_CARRIER_FL_NUM=2937.0
538,OP_CARRIER_FL_NUM=2945.0
539,OP_CARRIER_FL_NUM=2947.0
540,OP_CARRIER_FL_NUM=2957.0
541,OP_CARRIER_FL_NUM=2958.0
542,OP_CARRIER_FL_NUM=2965.0
543,OP_CARRIER_FL_NUM=2970.0
544,OP_CARRIER_FL_NUM=2985.0
545,OP_CARRIER_FL_NUM=2992.0
546,OP_CARRIER_FL_NUM=2994.0
547,OP_CARRIER_FL_NUM=3002.0
548,OP_CARRIER_FL_NUM=3008.0
549,OP_CARRIER_FL_NUM=3016.0
550,OP_CARRIER_FL_NUM=3019.0
551,OP_CARRIER_FL_NUM=3020.0
552,OP_CARRIER_FL_NUM=3021.0
553,OP_CARRIER_FL_NUM=3025.0
554,OP_CARRIER_FL_NUM=3034.0
555,OP_CARRIER_FL_NUM=3041.0
556,OP_CARRIER_FL_NUM=3054.0
557,OP_CARRIER_FL_NUM=3058.0
558,OP_CARRIER_FL_NUM=3068.0
559,OP_CARRIER_FL_NUM=3076.0
560,OP_CARRIER_FL_NUM=3079.0
561,OP_CARRIER_FL_NUM=3088.0
562,OP_CARRIER_FL_NUM=3091.0
563,OP_CARRIER_FL_NUM=3120.0
564,OP_CARRIER_FL_NUM=3121.0
565,OP_CARRIER_FL_NUM=3131.0
566,OP_CARRIER_FL_NUM=3134.0
567,OP_CARRIER_FL_NUM=3143.0
568,OP_CARRIER_FL_NUM=3153.0
569,OP_CARRIER_FL_NUM=3155.0
570,OP_CARRIER_FL_NUM=3159.0
571,OP_CARRIER_FL_NUM=3160.0
572,OP_CARRIER_FL_NUM=3161.0
573,OP_CARRIER_FL_NUM=3180.0
574,OP_CARRIER_FL_NUM=3200.0
575,OP_CARRIER_FL_NUM=3204.0
576,OP_CARRIER_FL_NUM=3246.0
577,OP_CARRIER_FL_NUM=3254.0
578,OP_CARRIER_FL_NUM=3291.0
579,OP_CARRIER_FL_NUM=3294.0
580,OP_CARRIER_FL_NUM=3301.0
581,OP_CARRIER_FL_NUM=3306.0
582,OP_CARRIER_FL_NUM=3307.0
583,OP_CARRIER_FL_NUM=3312.0
584,OP_CARRIER_FL_NUM=3316.0
585,OP_CARRIER_FL_NUM=3326.0
586,OP_CARRIER_FL_NUM=3331.0
587,OP_CARRIER_FL_NUM=3341.0
588,OP_CARRIER_FL_NUM=3346.0
589,OP_CARRIER_FL_NUM=3384.0
590,OP_CARRIER_FL_NUM=3387.0
591,OP_CARRIER_FL_NUM=3396.0
592,OP_CARRIER_FL_NUM=3397.0
593,OP_CARRIER_FL_NUM=3399.0
594,OP_CARRIER_FL_NUM=3402.0
595,OP_CARRIER_FL_NUM=3406.0
596,OP_CARRIER_FL_NUM=3419.0
597,OP_CARRIER_FL_NUM=3421.0
598,OP_CARRIER_FL_NUM=3427.0
599,OP_CARRIER_FL_NUM=3433.0
600,OP_CARRIER_FL_NUM=3440.0
601,OP_CARRIER_FL_NUM=3447.0
602,OP_CARRIER_FL_NUM=3449.0
603,OP_CARRIER_FL_NUM=3452.0
604,OP_CARRIER_FL_NUM=3465.0
605,OP_CARRIER_FL_NUM=3481.0
606,OP_CARRIER_FL_NUM=3488.0
607,OP_CARRIER_FL_NUM=3489.0
608,OP_CARRIER_FL_NUM=3493.0
609,OP_CARRIER_FL_NUM=3495.0
610,OP_CARRIER_FL_NUM=3499.0
611,OP_CARRIER_FL_NUM=3509.0
612,OP_CARRIER_FL_NUM=3519.0
613,OP_CARRIER_FL_NUM=3523.0
614,OP_CARRIER_FL_NUM=3526.0
615,OP_CARRIER_FL_NUM=3529.0
616,OP_CARRIER_FL_NUM=3532.0
617,OP_CARRIER_FL_NUM=3541.0
618,OP_CARRIER_FL_NUM=3547.0
619,OP_CARRIER_FL_NUM=3548.0
620,OP_CARRIER_FL_NUM=3549.0
621,OP_CARRIER_FL_NUM=3550.0
